Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior,Pclass_Fare,Fare_Log,Age_Log
1,2,-0.027787557825836348,1,0,-0.12293496395240078,0.059159876663617626,0,-0.21716143616911202,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.03183499261696022,0.3503178914890206,0.19689805456670476
0,1,2.738806801740646,0,1,0.7236293682273689,0.059159876663617626,0,0.41692526677366126,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2530617997687274,1.232393011533114,1.4822042499747905
1,1,-0.10463740114712752,0,0,0.10059310659135261,-0.5609748304808925,1,0.575905158764205,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.3339500721181046,0.6642896775014523,0.1416333356444674
1,2,-0.6425863043961658,0,0,-0.4876386579974721,-0.5609748304808925,1,-0.30527994671725833,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6553975532489191,-0.5385497616659674,-0.30870195746324275
0,3,-0.06621247948648194,0,0,-0.5645981962221572,-0.5609748304808925,1,-0.4205671564376092,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6401542920057779,-0.8870798384162878,0.16949987885683365
1,2,-1.8721837975368247,1,2,-0.08175874043118304,1.299429290952638,0,-0.4308488242483669,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.1094257639243982,0.4157219393132522,-2.4267321174193826
0,3,-1.4110847376090776,5,2,0.36882679124385664,3.779968119530679,0,-0.4687397837840698,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.9982068254654601,0.947359378849738,-1.2967961052909103
0,3,-0.5657364610748746,0,0,-0.5645981962221572,-0.5609748304808925,1,-0.4205671564376092,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6401542920057779,-0.8870798384162878,-0.2362387797427563
1,1,0.6638610320657843,0,0,1.1476456475594605,-0.5609748304808925,1,2.1444146465212097,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.6525611630764642,1.4944685207108999,0.6245919686902986
0,1,1.2018099353148226,1,0,1.229409862837307,0.059159876663617626,0,0.79576084258183,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.7295977145888489,1.538216200077281,0.8936972323857162
0,3,-1.949033640858116,3,2,-0.07822934984365013,2.5396987052416584,0,-0.5114772613999208,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.734585692744327,0.4211414699329149,-2.723944164999802
0,1,-0.10463740114712752,0,0,-0.08244579513222278,-0.5609748304808925,1,0.301708551861749,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5064055373051964,0.4146636500426548,0.1416333356444674
1,3,-0.10463740114712752,1,1,-0.3759734456620463,0.6792945838081278,0,-0.4962527326041491,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.10699928292302882,-0.17874166054436358,0.1416333356444674
1,2,-0.027787557825836348,0,0,-0.4876386579974721,-0.5609748304808925,1,-0.30527994671725833,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-0.6553975532489191,-0.5385497616659674,0.19689805456670476
0,3,-0.7962859910387481,0,0,-0.5427371509229781,-0.5609748304808925,1,-0.38781879317749607,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5783632186157145,-0.7756740074822651,-0.46407214074285746
1,3,-0.9499856776813305,4,2,-0.548226529750121,3.1598334123861687,0,-0.6354725940998125,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.5938791559980219,-0.8025478579119842,-0.6358259099813488
0,3,-0.2583370877897099,2,0,-0.5308736926947507,0.6792945838081278,0,-0.573600811336364,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.54483070413582,-0.7198607416515719,0.025144285328213375
0,2,0.20276197213803718,0,0,-0.4876386579974721,-0.5609748304808925,1,-0.30527994671725833,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6553975532489191,-0.5385497616659674,0.3522682378463187
0,3,-1.0268355210026217,5,2,0.36882679124385664,3.779968119530679,0,-0.4687397837840698,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.9982068254654601,0.947359378849738,-0.7290028744201655
0,2,-0.6425863043961658,0,0,0.994705388766366,-0.5609748304808925,1,1.9153065190960292,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,2.137870213818849,1.4073511321378163,-0.30870195746324275
0,3,-0.2583370877897099,1,0,-0.3945992162559869,0.059159876663617626,0,-0.4206411759864696,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.15964572969471547,-0.2307658793066255,0.025144285328213375
1,3,0.20276197213803718,0,0,0.5946089659095145,-0.5609748304808925,1,1.3159526082709134,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,2.636388702589958,1.1375245398907607,0.3522682378463187
0,3,-0.33518693111100106,0,0,-0.5546970791605981,-0.5609748304808925,1,-0.40573504874214517,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.6121684092347751,-0.8351421500958559,-0.036378226619262884
0,3,-0.10463740114712752,0,0,-0.5489135844511608,-0.5609748304808925,1,-0.3970712367850514,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.595821142159888,-0.8059607675574288,0.1416333356444674
0,3,-0.10463740114712752,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,0.1416333356444674
1,2,-2.192647644186609,0,2,-0.052347152201741805,0.6792945838081278,0,-0.33465278356664047,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.16484774342971106,0.4600456831116585,-4.3624468015897335
1,3,0.04906228549545483,0,0,-0.44116834859495496,-0.5609748304808925,1,-0.23566632338422278,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.29127514789901376,-0.3734911835773941,0.2503504852742479
0,3,-0.5657364610748746,0,0,-0.5229325638728015,-0.5609748304808925,1,-0.35815105304614614,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5223848024361682,-0.6841049461102202,-0.2362387797427563
1,3,-0.027787557825836348,0,0,-0.5111679285810251,-0.5609748304808925,1,-0.34052735093651687,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.4891316147329806,-0.6332923913899642,0.19689805456670476
1,3,-0.10463740114712752,0,0,-0.5514618044553596,-0.5609748304808925,1,-0.40088853066199714,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6030237826163986,-0.8187174962350205,0.1416333356444674
0,1,-0.10463740114712752,0,0,0.3735326453605673,-0.5609748304808925,1,0.984775047707604,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.07679208721345294,0.9516987633939883,0.1416333356444674
1,2,-0.9499856776813305,0,0,-0.4876386579974721,-0.5609748304808925,1,-0.30527994671725833,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.6553975532489191,-0.5385497616659674,-0.6358259099813488
1,3,0.27961181545932834,3,0,-0.3617570603754636,1.299429290952638,0,-0.535709851800661,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.06681613090249672,-0.14071179068068584,0.4009331377083069
0,3,-1.0268355210026217,1,3,0.0741226771848555,1.9195639980971482,0,-0.43305178701207053,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,1.165214473500608,0.6316850771386074,-0.7290028744201655
0,3,-0.10463740114712752,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,0.1416333356444674
1,1,-0.48888661775358344,3,2,5.124238728242953,2.5396987052416584,0,0.787426123888799,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,4.39922486752063,2.668221715908568,-0.16686009316243783
0,3,-0.41203677443229225,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,-0.10031399301371488
0,3,-0.027787557825836348,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,0.19689805456670476
0,3,-0.719436147717457,0,0,-0.5498924021074366,-0.5609748304808925,1,-0.39853752880057264,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5985878073767933,-0.8108423936907564,-0.38453670428884756
0,1,1.2786597786361138,1,0,0.7047071288240755,0.059159876663617626,0,0.4027522855370974,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.23523365740145832,1.219008782354139,0.9287556390920106
0,3,-0.2583370877897099,1,2,-0.25058125686817573,1.299429290952638,0,-0.49407385556666183,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.24742649289262708,0.11671878410343847,0.025144285328213375
0,3,2.277707741812899,0,0,-0.5641087873940193,-0.5609748304808925,1,-0.4198340104298486,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6387709593973253,-0.884450804505842,1.3268340666951766
0,3,-0.10463740114712752,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,0.1416333356444674
0,1,3.1999058616683933,0,0,0.08069204953178356,-0.5609748304808925,1,0.5460929042755562,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.352700436224342,0.6398725424755338,1.6240461142755962
1,1,-0.48888661775358344,0,1,0.7560785852891467,0.059159876663617626,0,0.441230114353051,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.2836347805430382,1.2549522880304598,-0.16686009316243783
1,2,0.35646165878061953,0,1,-0.19352277570305973,0.059159876663617626,0,-0.27003254249799985,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.10117775819579063,0.22765265667602697,0.4481872602592053
0,2,0.35646165878061953,1,0,-0.12293496395240078,0.059159876663617626,0,-0.21716143616911202,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.03183499261696022,0.3503178914890206,0.4481872602592053
0,3,-0.10463740114712752,0,0,-0.5489135844511608,-0.5609748304808925,1,-0.3970712367850514,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.595821142159888,-0.8059607675574288,0.1416333356444674
0,3,-0.10463740114712752,0,0,-0.5489135844511608,-0.5609748304808925,1,-0.3970712367850514,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.595821142159888,-0.8059607675574288,0.1416333356444674
0,1,-0.6425863043961658,0,1,1.083822501101573,0.059159876663617626,0,0.6867141857784989,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0.5924283153131996,1.4589954501671094,-0.30870195746324275
0,3,0.27961181545932834,0,0,-0.5310689856405942,-0.5609748304808925,1,-0.37033960542516575,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.545382707051693,-0.7207557228893852,0.4009331377083069
0,3,0.5870111887444931,2,0,-0.548226529750121,0.6792945838081278,0,-0.5822657982069317,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5938791559980219,-0.8025478579119842,0.5822479494938455
0,3,-0.10463740114712752,0,0,-0.5489135844511608,-0.5609748304808925,1,-0.3970712367850514,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.595821142159888,-0.8059607675574288,0.1416333356444674
1,3,-0.6425863043961658,0,0,-0.5546970791605981,-0.5609748304808925,1,-0.40573504874214517,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6121684092347751,-0.8351421500958559,-0.30870195746324275
1,3,-0.10463740114712752,0,0,-0.551755920337654,-0.5609748304808925,1,-0.40132912321473785,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6038551123089781,-0.8201999887044109,0.1416333356444674
0,3,0.6638610320657843,0,0,-0.5489135844511608,-0.5609748304808925,1,-0.3970712367850514,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.595821142159888,-0.8059607675574288,0.6245919686902986
1,3,-0.10463740114712752,1,0,-0.16646411453197382,0.059159876663617626,0,-0.2497652850719262,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4851867849704191,0.27639678810685203,0.1416333356444674
0,1,1.3555096219574048,0,0,0.4888260712199769,-0.5609748304808925,1,1.1574873283819709,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.03183499261696022,1.0527296294545725,0.9630759189660346
0,3,-1.1421102859845584,1,0,-0.3945992162559869,0.059159876663617626,0,-0.4206411759864696,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.15964572969471547,-0.2307658793066255,-0.8795855268542245
0,3,-0.5657364610748746,0,0,-0.5452853709271769,-0.5609748304808925,1,-0.39163608705444175,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5855658590722249,-0.7880629125377953,-0.2362387797427563
0,3,-0.719436147717457,1,0,-0.5035209156413704,0.059159876663617626,0,-0.5022248177923654,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.4675170427259086,-0.6015458297263772,-0.38453670428884756
0,3,-0.9499856776813305,0,0,-0.39450274624659437,-0.5609748304808925,1,-0.16576014659616733,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.1593730535555494,-0.23048961900810686,-0.6358259099813488
0,3,-0.6425863043961658,0,0,-0.548226529750121,-0.5609748304808925,1,-0.39604201258184907,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.5938791559980219,-0.8025478579119842,-0.30870195746324275
0,3,3.1614809400077477,0,0,-0.5523441521022427,-0.5609748304808925,1,-0.4022103083202193,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.6055177716941376,-0.8231713196326232,1.6126861165179653
0,2,-0.027787557825836348,1,0,-0.2405813168701657,0.059159876663617626,0,-0.30527994671725833,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.1898529254042912,0.13703458990304354,0.19689805456670476
0,1,-0.41203677443229225,0,1,5.089287879132724,0.059159876663617626,0,3.6868551541176506,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,4.366294900801909,2.6620154468820485,-0.10031399301371488
0,3,-2.1027333275006983,4,2,0.0011819383758412065,3.1598334123861687,0,-0.5178973243112858,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.959044709740844,0.5361711062385779,-3.5566681295478544
